County Name/State Abbreviation,Year,Force,Employed,Unemployed,(%)
"Bonner County, ID",2007,"20,645     ","19,845     ",800     ,3.9     
"Bonneville County, ID",2007,"50,283     ","49,166     ","1,117     ",2.2     
"Boundary County, ID",2007,"4,576     ","4,291     ",285     ,6.2     
"Butte County, ID",2007,"1,369     ","1,335     ",34     ,2.5     
"Camas County, ID",2007,618     ,602     ,16     ,2.6     
"Canyon County, ID",2007,"83,264     ","80,180     ","3,084     ",3.7     
"Caribou County, ID",2007,"3,863     ","3,752     ",111     ,2.9     
"Cassia County, ID",2007,"10,795     ","10,453     ",342     ,3.2     
"Clark County, ID",2007,554     ,541     ,13     ,2.3     
"Clearwater County, ID",2007,"3,208     ","2,967     ",241     ,7.5     
"Custer County, ID",2007,"2,329     ","2,249     ",80     ,3.4     
"Elmore County, ID",2007,"11,249     ","10,809     ",440     ,3.9     
"Franklin County, ID",2007,"5,751     ","5,626     ",125     ,2.2     
"Fremont County, ID",2007,"5,777     ","5,586     ",191     ,3.3     
"Gem County, ID",2007,"7,098     ","6,826     ",272     ,3.8     
"Gooding County, ID",2007,"8,805     ","8,612     ",193     ,2.2     
"Idaho County, ID",2007,"7,079     ","6,717     ",362     ,5.1     
"Jefferson County, ID",2007,"11,121     ","10,847     ",274     ,2.5     
"Jerome County, ID",2007,"9,827     ","9,546     ",281     ,2.9     
"Kootenai County, ID",2007,"69,433     ","67,106     ","2,327     ",3.4     
"Latah County, ID",2007,"17,003     ","16,534     ",469     ,2.8     
"Lemhi County, ID",2007,"3,745     ","3,572     ",173     ,4.6     
"Lewis County, ID",2007,"1,703     ","1,658     ",45     ,2.6     
"Lincoln County, ID",2007,"2,565     ","2,476     ",89     ,3.5     
"Madison County, ID",2007,"16,441     ","16,085     ",356     ,2.2     
"Minidoka County, ID",2007,"10,051     ","9,659     ",392     ,3.9     
"Nez Perce County, ID",2007,"19,011     ","18,437     ",574     ,3.0     
"Oneida County, ID",2007,"2,381     ","2,339     ",42     ,1.8     
"Owyhee County, ID",2007,"4,488     ","4,402     ",86     ,1.9     
"Payette County, ID",2007,"10,520     ","10,076     ",444     ,4.2     
"Power County, ID",2007,"3,753     ","3,602     ",151     ,4.0     
"Shoshone County, ID",2007,"5,864     ","5,552     ",312     ,5.3     
"Teton County, ID",2007,"5,069     ","4,983     ",86     ,1.7     
"Twin Falls County, ID",2007,"37,746     ","36,699     ","1,047     ",2.8     
"Valley County, ID",2007,"5,021     ","4,812     ",209     ,4.2     
"Washington County, ID",2007,"4,687     ","4,489     ",198     ,4.2     
"Adams County, IL",2007,"39,619     ","38,088     ","1,531     ",3.9     
"Alexander County, IL",2007,"3,279     ","3,011     ",268     ,8.2     
"Bond County, IL",2007,"8,771     ","8,320     ",451     ,5.1     
"Boone County, IL",2007,"26,764     ","25,014     ","1,750     ",6.5     
"Brown County, IL",2007,"3,479     ","3,384     ",95     ,2.7     
"Bureau County, IL",2007,"19,494     ","18,551     ",943     ,4.8     
"Calhoun County, IL",2007,"2,656     ","2,482     ",174     ,6.6     
"Carroll County, IL",2007,"8,768     ","8,330     ",438     ,5.0     
"Cass County, IL",2007,"7,713     ","7,384     ",329     ,4.3     
"Champaign County, IL",2007,"105,132     ","100,739     ","4,393     ",4.2     
"Christian County, IL",2007,"17,998     ","17,103     ",895     ,5.0     
"Clark County, IL",2007,"8,979     ","8,484     ",495     ,5.5     
"Clay County, IL",2007,"7,003     ","6,618     ",385     ,5.5     
"Clinton County, IL",2007,"19,352     ","18,446     ",906     ,4.7     
